,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,Region
50017,Benin,coal,2016,0.0,0.0,31.55,10872.1,8.72,3.0,0.1,Africa
50018,Benin,natural_gas,2016,0.0,0.0,31.55,10872.1,8.72,3.0,0.0,Africa
50019,Benin,petroleum_n_other_liquids,2016,0.09,0.0,31.55,10872.1,8.72,3.0,5.28,Africa
50021,Benin,renewables_n_other,2016,0.0,0.0,31.55,10872.1,8.72,3.0,0.0,Africa
50022,Bermuda,all_energy_types,2016,0.01,0.0,6.26,63.4106,170.56,1.73,0.64,Western Europe
50023,Bermuda,coal,2016,0.0,0.0,6.26,63.4106,170.56,1.73,0.0,Western Europe
50024,Bermuda,natural_gas,2016,0.0,0.0,6.26,63.4106,170.56,1.73,0.0,Western Europe
50025,Bermuda,petroleum_n_other_liquids,2016,0.01,0.0,6.26,63.4106,170.56,1.73,0.64,Western Europe
50027,Bermuda,renewables_n_other,2016,0.0,0.0,6.26,63.4106,170.56,1.73,0.0,Western Europe
50028,Bhutan,all_energy_types,2016,0.06,0.07,7.13,736.63,85.76,8.86,0.63,Asia
50029,Bhutan,coal,2016,0.0,0.0,7.13,736.63,85.76,8.86,0.17,Asia
50030,Bhutan,natural_gas,2016,0.0,0.0,7.13,736.63,85.76,8.86,0.0,Asia
50031,Bhutan,petroleum_n_other_liquids,2016,0.01,0.0,7.13,736.63,85.76,8.86,0.46,Asia
50033,Bhutan,renewables_n_other,2016,0.05,0.07,7.13,736.63,85.76,8.86,0.0,Asia
50034,Bolivia,all_energy_types,2016,0.31,0.87,80.85,11031.8,28.49,3.89,15.94,Latin America
50035,Bolivia,coal,2016,0.0,0.0,80.85,11031.8,28.49,3.89,0.0,Latin America
50036,Bolivia,natural_gas,2016,0.12,0.71,80.85,11031.8,28.49,3.89,5.29,Latin America
50037,Bolivia,petroleum_n_other_liquids,2016,0.18,0.14,80.85,11031.8,28.49,3.89,10.65,Latin America
50039,Bolivia,renewables_n_other,2016,0.02,0.02,80.85,11031.8,28.49,3.89,0.0,Latin America
50040,Bosnia and Herzegovina,all_energy_types,2016,0.25,0.15,42.73,3386.26,73.14,5.8,16.97,Eastern Europe
50041,Bosnia and Herzegovina,coal,2016,0.14,0.09,42.73,3386.26,73.14,5.8,12.06,Eastern Europe
50042,Bosnia and Herzegovina,natural_gas,2016,0.01,0.0,42.73,3386.26,73.14,5.8,0.38,Eastern Europe
50043,Bosnia and Herzegovina,petroleum_n_other_liquids,2016,0.07,0.0,42.73,3386.26,73.14,5.8,4.54,Eastern Europe
50045,Bosnia and Herzegovina,renewables_n_other,2016,0.03,0.05,42.73,3386.26,73.14,5.8,0.0,Eastern Europe
50046,Botswana,all_energy_types,2016,0.09,0.04,33.19,2159.925,40.78,2.65,6.0,Africa
50047,Botswana,coal,2016,0.04,0.04,33.19,2159.925,40.78,2.65,2.58,Africa
50048,Botswana,natural_gas,2016,0.0,0.0,33.19,2159.925,40.78,2.65,0.0,Africa
50049,Botswana,petroleum_n_other_liquids,2016,0.04,0.0,33.19,2159.925,40.78,2.65,3.43,Africa
50051,Botswana,renewables_n_other,2016,0.01,0.0,33.19,2159.925,40.78,2.65,0.0,Africa
50052,Brazil,all_energy_types,2016,12.37,11.59,2907.92,206369.0,59.93,4.25,500.44,Latin America
50053,Brazil,coal,2016,0.65,0.11,2907.92,206369.0,59.93,4.25,71.91,Latin America
50054,Brazil,natural_gas,2016,1.26,0.78,2907.92,206369.0,59.93,4.25,78.09,Latin America
50055,Brazil,petroleum_n_other_liquids,2016,5.87,5.58,2907.92,206369.0,59.93,4.25,350.44,Latin America
50056,Brazil,nuclear,2016,0.16,0.16,2907.92,206369.0,59.93,4.25,0.0,Latin America
50057,Brazil,renewables_n_other,2016,4.43,4.96,2907.92,206369.0,59.93,4.25,0.0,Latin America
50058,British Virgin Islands,all_energy_types,2016,0.0,0.0,1.36,29.355,87.93,1.89,0.18,Western Europe
50059,British Virgin Islands,coal,2016,0.0,0.0,1.36,29.355,87.93,1.89,0.0,Western Europe
50060,British Virgin Islands,natural_gas,2016,0.0,0.0,1.36,29.355,87.93,1.89,0.0,Western Europe
50061,British Virgin Islands,petroleum_n_other_liquids,2016,0.0,0.0,1.36,29.355,87.93,1.89,0.18,Western Europe
50063,British Virgin Islands,renewables_n_other,2016,0.0,0.0,1.36,29.355,87.93,1.89,0.0,Western Europe
50064,Brunei,all_energy_types,2016,0.17,0.68,25.31,419.791,415.69,6.89,9.29,Asia
50065,Brunei,coal,2016,0.0,0.0,25.31,419.791,415.69,6.89,0.0,Asia
50066,Brunei,natural_gas,2016,0.14,0.43,25.31,419.791,415.69,6.89,6.81,Asia
50067,Brunei,petroleum_n_other_liquids,2016,0.03,0.25,25.31,419.791,415.69,6.89,2.48,Asia
50069,Brunei,renewables_n_other,2016,0.0,0.0,25.31,419.791,415.69,6.89,0.0,Asia
50070,Bulgaria,all_energy_types,2016,0.75,0.45,135.73,7121.33,105.83,5.55,44.95,Eastern Europe
50071,Bulgaria,coal,2016,0.23,0.21,135.73,7121.33,105.83,5.55,26.36,Eastern Europe
50072,Bulgaria,natural_gas,2016,0.12,0.0,135.73,7121.33,105.83,5.55,6.07,Eastern Europe
50073,Bulgaria,petroleum_n_other_liquids,2016,0.19,0.0,135.73,7121.33,105.83,5.55,12.52,Eastern Europe
50074,Bulgaria,nuclear,2016,0.17,0.17,135.73,7121.33,105.83,5.55,0.0,Eastern Europe
50075,Bulgaria,renewables_n_other,2016,0.05,0.07,135.73,7121.33,105.83,5.55,0.0,Eastern Europe
50076,Burkina Faso,all_energy_types,2016,0.05,0.0,32.88,18646.3,2.76,1.56,3.71,Africa
50077,Burkina Faso,coal,2016,0.0,0.0,32.88,18646.3,2.76,1.56,0.0,Africa
50078,Burkina Faso,natural_gas,2016,0.0,0.0,32.88,18646.3,2.76,1.56,0.0,Africa
50079,Burkina Faso,petroleum_n_other_liquids,2016,0.05,0.0,32.88,18646.3,2.76,1.56,3.71,Africa
50081,Burkina Faso,renewables_n_other,2016,0.0,0.0,32.88,18646.3,2.76,1.56,0.0,Africa
50082,Burma,all_energy_types,2016,0.44,0.85,230.14,53045.2,8.31,1.91,24.86,Asia
50083,Burma,coal,2016,0.02,0.02,230.14,53045.2,8.31,1.91,1.27,Asia
50084,Burma,natural_gas,2016,0.16,0.71,230.14,53045.2,8.31,1.91,7.09,Asia
50085,Burma,petroleum_n_other_liquids,2016,0.18,0.03,230.14,53045.2,8.31,1.91,16.5,Asia
50087,Burma,renewables_n_other,2016,0.08,0.09,230.14,53045.2,8.31,1.91,0.0,Asia
50088,Burundi,all_energy_types,2016,0.01,0.0,8.5,10488.0,0.74,0.91,0.39,Africa
50089,Burundi,coal,2016,0.0,0.0,8.5,10488.0,0.74,0.91,0.0,Africa
50090,Burundi,natural_gas,2016,0.0,0.0,8.5,10488.0,0.74,0.91,0.0,Africa
50091,Burundi,petroleum_n_other_liquids,2016,0.01,0.0,8.5,10488.0,0.74,0.91,0.39,Africa
50093,Burundi,renewables_n_other,2016,0.0,0.0,8.5,10488.0,0.74,0.91,0.0,Africa
50094,Cabo Verde,all_energy_types,2016,0.01,0.0,3.29,531.14,25.62,4.13,0.91,Africa
50095,Cabo Verde,coal,2016,0.0,0.0,3.29,531.14,25.62,4.13,0.0,Africa
50096,Cabo Verde,natural_gas,2016,0.0,0.0,3.29,531.14,25.62,4.13,0.0,Africa
50097,Cabo Verde,petroleum_n_other_liquids,2016,0.01,0.0,3.29,531.14,25.62,4.13,0.91,Africa
50099,Cabo Verde,renewables_n_other,2016,0.0,0.0,3.29,531.14,25.62,4.13,0.0,Africa
50100,Cambodia,all_energy_types,2016,0.15,0.02,56.22,15766.3,9.54,2.68,7.05,Asia
50101,Cambodia,coal,2016,0.02,0.0,56.22,15766.3,9.54,2.68,0.98,Asia
50102,Cambodia,natural_gas,2016,0.0,0.0,56.22,15766.3,9.54,2.68,0.0,Asia
50103,Cambodia,petroleum_n_other_liquids,2016,0.1,0.0,56.22,15766.3,9.54,2.68,6.07,Asia
50105,Cambodia,renewables_n_other,2016,0.03,0.02,56.22,15766.3,9.54,2.68,0.0,Asia
50106,Cameroon,all_energy_types,2016,0.14,0.27,79.34,23926.6,6.05,1.83,7.28,Africa
50107,Cameroon,coal,2016,0.0,0.0,79.34,23926.6,6.05,1.83,0.0,Africa
50108,Cameroon,natural_gas,2016,0.03,0.03,79.34,23926.6,6.05,1.83,1.33,Africa
50109,Cameroon,petroleum_n_other_liquids,2016,0.08,0.2,79.34,23926.6,6.05,1.83,5.95,Africa
50111,Cameroon,renewables_n_other,2016,0.04,0.04,79.34,23926.6,6.05,1.83,0.0,Africa
50112,Canada,all_energy_types,2016,14.62,21.11,1610.75,36109.48,404.74,9.07,591.03,Canada
50113,Canada,coal,2016,0.69,1.22,1610.75,36109.48,404.74,9.07,71.44,Canada
50114,Canada,natural_gas,2016,4.07,5.85,1610.75,36109.48,404.74,9.07,225.55,Canada
50115,Canada,petroleum_n_other_liquids,2016,5.02,8.97,1610.75,36109.48,404.74,9.07,294.03,Canada
50116,Canada,nuclear,2016,1.08,1.08,1610.75,36109.48,404.74,9.07,0.0,Canada
50117,Canada,renewables_n_other,2016,3.75,3.99,1610.75,36109.48,404.74,9.07,0.0,Canada
50118,Cayman Islands,all_energy_types,2016,0.01,0.0,3.41,62.5208,139.34,2.56,0.64,Western Europe
50119,Cayman Islands,coal,2016,0.0,0.0,3.41,62.5208,139.34,2.56,0.0,Western Europe
50120,Cayman Islands,natural_gas,2016,0.0,0.0,3.41,62.5208,139.34,2.56,0.0,Western Europe
50121,Cayman Islands,petroleum_n_other_liquids,2016,0.01,0.0,3.41,62.5208,139.34,2.56,0.64,Western Europe
50123,Cayman Islands,renewables_n_other,2016,0.0,0.0,3.41,62.5208,139.34,2.56,0.0,Western Europe
50124,Central African Republic,all_energy_types,2016,0.01,0.0,3.7,4537.68,1.13,1.39,0.42,Africa
50125,Central African Republic,coal,2016,0.0,0.0,3.7,4537.68,1.13,1.39,0.0,Africa
50126,Central African Republic,natural_gas,2016,0.0,0.0,3.7,4537.68,1.13,1.39,0.0,Africa
50127,Central African Republic,petroleum_n_other_liquids,2016,0.0,0.0,3.7,4537.68,1.13,1.39,0.42,Africa
50129,Central African Republic,renewables_n_other,2016,0.0,0.0,3.7,4537.68,1.13,1.39,0.0,Africa
50130,Chad,all_energy_types,2016,0.01,0.26,24.26,14561.7,0.97,0.58,0.96,Africa
50131,Chad,coal,2016,0.0,0.0,24.26,14561.7,0.97,0.58,0.0,Africa
50132,Chad,natural_gas,2016,0.0,0.0,24.26,14561.7,0.97,0.58,0.0,Africa
50133,Chad,petroleum_n_other_liquids,2016,0.01,0.26,24.26,14561.7,0.97,0.58,0.96,Africa
50135,Chad,renewables_n_other,2016,0.0,0.0,24.26,14561.7,0.97,0.58,0.0,Africa
50136,Chile,all_energy_types,2016,1.48,0.41,414.22,18102.75,81.81,3.58,80.34,Latin America
50137,Chile,coal,2016,0.28,0.05,414.22,18102.75,81.81,3.58,24.5,Latin America
50138,Chile,natural_gas,2016,0.18,0.04,414.22,18102.75,81.81,3.58,8.64,Latin America
50139,Chile,petroleum_n_other_liquids,2016,0.71,0.01,414.22,18102.75,81.81,3.58,47.2,Latin America
50141,Chile,renewables_n_other,2016,0.31,0.31,414.22,18102.75,81.81,3.58,0.0,Latin America
50142,China,all_energy_types,2016,137.78,108.08,19121.77,1414805.0,97.38,7.21,10427.09,Asia
50143,China,coal,2016,89.12,78.17,19121.77,1414805.0,97.38,7.21,8646.27,Asia
50144,China,natural_gas,2016,7.64,5.01,19121.77,1414805.0,97.38,7.21,373.59,Asia
50145,China,petroleum_n_other_liquids,2016,25.1,8.58,19121.77,1414805.0,97.38,7.21,1407.22,Asia
50146,China,nuclear,2016,2.02,2.02,19121.77,1414805.0,97.38,7.21,0.0,Asia
50147,China,renewables_n_other,2016,13.9,14.3,19121.77,1414805.0,97.38,7.21,0.0,Asia
50148,Colombia,all_energy_types,2016,1.67,5.18,643.56,48175.1,34.73,2.6,75.29,Latin America
50149,Colombia,coal,2016,0.19,2.37,643.56,48175.1,34.73,2.6,11.12,Latin America
50150,Colombia,natural_gas,2016,0.36,0.36,643.56,48175.1,34.73,2.6,20.04,Latin America
50151,Colombia,petroleum_n_other_liquids,2016,0.71,1.96,643.56,48175.1,34.73,2.6,44.13,Latin America
50153,Colombia,renewables_n_other,2016,0.41,0.49,643.56,48175.1,34.73,2.6,0.0,Latin America
50154,Comoros,all_energy_types,2016,0.0,0.0,2.18,795.597,3.81,1.39,0.19,Arab contries
50155,Comoros,coal,2016,0.0,0.0,2.18,795.597,3.81,1.39,0.0,Arab contries
50156,Comoros,natural_gas,2016,0.0,0.0,2.18,795.597,3.81,1.39,0.0,Arab contries
50157,Comoros,petroleum_n_other_liquids,2016,0.0,0.0,2.18,795.597,3.81,1.39,0.19,Arab contries
50159,Comoros,renewables_n_other,2016,0.0,0.0,2.18,795.597,3.81,1.39,0.0,Arab contries
50160,Congo-Brazzaville,all_energy_types,2016,0.1,0.49,20.24,4981.0,19.36,4.77,5.37,Africa
50161,Congo-Brazzaville,coal,2016,0.0,0.0,20.24,4981.0,19.36,4.77,0.0,Africa
50162,Congo-Brazzaville,natural_gas,2016,0.05,0.05,20.24,4981.0,19.36,4.77,2.94,Africa
50163,Congo-Brazzaville,petroleum_n_other_liquids,2016,0.03,0.43,20.24,4981.0,19.36,4.77,2.43,Africa
50165,Congo-Brazzaville,renewables_n_other,2016,0.01,0.01,20.24,4981.0,19.36,4.77,0.0,Africa
50166,Congo-Kinshasa,all_energy_types,2016,0.12,0.13,70.69,78789.1,1.46,1.63,3.17,Africa
50167,Congo-Kinshasa,coal,2016,0.0,0.0,70.69,78789.1,1.46,1.63,0.03,Africa
50168,Congo-Kinshasa,natural_gas,2016,0.0,0.0,70.69,78789.1,1.46,1.63,0.0,Africa
50169,Congo-Kinshasa,petroleum_n_other_liquids,2016,0.03,0.04,70.69,78789.1,1.46,1.63,3.14,Africa
50171,Congo-Kinshasa,renewables_n_other,2016,0.08,0.08,70.69,78789.1,1.46,1.63,0.0,Africa
50178,Costa Rica,all_energy_types,2016,0.21,0.1,86.34,4899.34,42.62,2.42,7.14,Latin America
50179,Costa Rica,coal,2016,0.0,0.0,86.34,4899.34,42.62,2.42,0.0,Latin America
50180,Costa Rica,natural_gas,2016,0.0,0.0,86.34,4899.34,42.62,2.42,0.0,Latin America
50181,Costa Rica,petroleum_n_other_liquids,2016,0.11,0.0,86.34,4899.34,42.62,2.42,7.14,Latin America
50183,Costa Rica,renewables_n_other,2016,0.1,0.1,86.34,4899.34,42.62,2.42,0.0,Latin America
50184,Croatia,all_energy_types,2016,0.35,0.15,100.18,4167.885,82.91,3.45,15.98,Eastern Europe
50185,Croatia,coal,2016,0.03,0.0,100.18,4167.885,82.91,3.45,2.36,Eastern Europe
50186,Croatia,natural_gas,2016,0.08,0.04,100.18,4167.885,82.91,3.45,4.03,Eastern Europe
50187,Croatia,petroleum_n_other_liquids,2016,0.14,0.03,100.18,4167.885,82.91,3.45,9.59,Eastern Europe
50189,Croatia,renewables_n_other,2016,0.1,0.08,100.18,4167.885,82.91,3.45,0.0,Eastern Europe
50190,Cuba,all_energy_types,2016,0.34,0.16,143.36,11335.1,29.96,2.37,30.16,Latin America
50191,Cuba,coal,2016,0.0,0.0,143.36,11335.1,29.96,2.37,0.02,Latin America
50192,Cuba,natural_gas,2016,0.04,0.04,143.36,11335.1,29.96,2.37,2.32,Latin America
50193,Cuba,petroleum_n_other_liquids,2016,0.29,0.11,143.36,11335.1,29.96,2.37,27.82,Latin America
50195,Cuba,renewables_n_other,2016,0.01,0.01,143.36,11335.1,29.96,2.37,0.0,Latin America
50196,Cyprus,all_energy_types,2016,0.12,0.0,28.72,854.802,134.75,4.01,7.32,Western Europe
50197,Cyprus,coal,2016,0.0,0.0,28.72,854.802,134.75,4.01,0.01,Western Europe
50198,Cyprus,natural_gas,2016,0.0,0.0,28.72,854.802,134.75,4.01,0.0,Western Europe
50199,Cyprus,petroleum_n_other_liquids,2016,0.11,0.0,28.72,854.802,134.75,4.01,7.31,Western Europe
50201,Cyprus,renewables_n_other,2016,0.0,0.0,28.72,854.802,134.75,4.01,0.0,Western Europe
50202,Czech Republic,all_energy_types,2016,1.67,1.04,366.31,10569.45,158.0,4.56,103.51,Eastern Europe
50203,Czech Republic,coal,2016,0.69,0.67,366.31,10569.45,158.0,4.56,65.55,Eastern Europe
50204,Czech Republic,natural_gas,2016,0.31,0.01,366.31,10569.45,158.0,4.56,15.17,Eastern Europe
50205,Czech Republic,petroleum_n_other_liquids,2016,0.37,0.01,366.31,10569.45,158.0,4.56,22.8,Eastern Europe
50206,Czech Republic,nuclear,2016,0.26,0.26,366.31,10569.45,158.0,4.56,0.0,Eastern Europe
50207,Czech Republic,renewables_n_other,2016,0.05,0.1,366.31,10569.45,158.0,4.56,0.0,Eastern Europe
50208,Côte d’Ivoire,all_energy_types,2016,0.2,0.18,115.84,23822.7,8.22,1.69,10.21,Africa
50209,Côte d’Ivoire,coal,2016,0.0,0.0,115.84,23822.7,8.22,1.69,0.0,Africa
50210,Côte d’Ivoire,natural_gas,2016,0.08,0.08,115.84,23822.7,8.22,1.69,3.87,Africa
50211,Côte d’Ivoire,petroleum_n_other_liquids,2016,0.1,0.09,115.84,23822.7,8.22,1.69,6.35,Africa
50213,Côte d’Ivoire,renewables_n_other,2016,0.01,0.02,115.84,23822.7,8.22,1.69,0.0,Africa
50214,Denmark,all_energy_types,2016,0.74,0.65,287.83,5733.2,128.41,2.56,36.78,Western Europe
50215,Denmark,coal,2016,0.08,0.0,287.83,5733.2,128.41,2.56,6.84,Western Europe
50216,Denmark,natural_gas,2016,0.13,0.18,287.83,5733.2,128.41,2.56,6.7,Western Europe
50217,Denmark,petroleum_n_other_liquids,2016,0.33,0.29,287.83,5733.2,128.41,2.56,23.25,Western Europe
50219,Denmark,renewables_n_other,2016,0.19,0.18,287.83,5733.2,128.41,2.56,0.0,Western Europe
50220,Djibouti,all_energy_types,2016,0.01,0.0,4.75,928.799,11.17,2.18,0.82,Arab contries
50221,Djibouti,coal,2016,0.0,0.0,4.75,928.799,11.17,2.18,0.0,Arab contries
50222,Djibouti,natural_gas,2016,0.0,0.0,4.75,928.799,11.17,2.18,0.0,Arab contries
50223,Djibouti,petroleum_n_other_liquids,2016,0.01,0.0,4.75,928.799,11.17,2.18,0.82,Arab contries
50225,Djibouti,renewables_n_other,2016,0.0,0.0,4.75,928.799,11.17,2.18,0.0,Arab contries
50226,Dominica,all_energy_types,2016,0.0,0.0,0.81,71.307,40.68,3.57,0.19,Latin America
50227,Dominica,coal,2016,0.0,0.0,0.81,71.307,40.68,3.57,0.0,Latin America
50228,Dominica,natural_gas,2016,0.0,0.0,0.81,71.307,40.68,3.57,0.0,Latin America
50229,Dominica,petroleum_n_other_liquids,2016,0.0,0.0,0.81,71.307,40.68,3.57,0.19,Latin America
50231,Dominica,renewables_n_other,2016,0.0,0.0,0.81,71.307,40.68,3.57,0.0,Latin America
50232,Dominican Republic,all_energy_types,2016,0.35,0.02,161.64,10397.7,33.98,2.19,22.36,Latin America
50233,Dominican Republic,coal,2016,0.03,0.0,161.64,10397.7,33.98,2.19,2.59,Latin America
50234,Dominican Republic,natural_gas,2016,0.04,0.0,161.64,10397.7,33.98,2.19,2.17,Latin America
50235,Dominican Republic,petroleum_n_other_liquids,2016,0.27,0.0,161.64,10397.7,33.98,2.19,17.6,Latin America
50237,Dominican Republic,renewables_n_other,2016,0.02,0.02,161.64,10397.7,33.98,2.19,0.0,Latin America
50238,Ecuador,all_energy_types,2016,0.68,1.38,177.11,16491.1,41.42,3.86,38.8,Latin America
50239,Ecuador,coal,2016,0.0,0.0,177.11,16491.1,41.42,3.86,0.07,Latin America
50240,Ecuador,natural_gas,2016,0.02,0.02,177.11,16491.1,41.42,3.86,0.98,Latin America
50241,Ecuador,petroleum_n_other_liquids,2016,0.51,1.21,177.11,16491.1,41.42,3.86,37.75,Latin America
50243,Ecuador,renewables_n_other,2016,0.15,0.15,177.11,16491.1,41.42,3.86,0.0,Latin America
50244,Egypt,all_energy_types,2016,3.77,3.26,1105.14,94447.1,39.88,3.41,227.19,Arab contries
50245,Egypt,coal,2016,0.06,0.0,1105.14,94447.1,39.88,3.41,4.3,Arab contries
50246,Egypt,natural_gas,2016,1.87,1.57,1105.14,94447.1,39.88,3.41,94.04,Arab contries
50247,Egypt,petroleum_n_other_liquids,2016,1.69,1.55,1105.14,94447.1,39.88,3.41,128.84,Arab contries
50249,Egypt,renewables_n_other,2016,0.14,0.15,1105.14,94447.1,39.88,3.41,0.0,Arab contries
50250,El Salvador,all_energy_types,2016,0.13,0.03,49.26,6356.14,20.91,2.7,6.89,Latin America
50251,El Salvador,coal,2016,0.0,0.0,49.26,6356.14,20.91,2.7,0.0,Latin America
50252,El Salvador,natural_gas,2016,0.0,0.0,49.26,6356.14,20.91,2.7,0.0,Latin America
50253,El Salvador,petroleum_n_other_liquids,2016,0.1,0.0,49.26,6356.14,20.91,2.7,6.89,Latin America
50255,El Salvador,renewables_n_other,2016,0.04,0.03,49.26,6356.14,20.91,2.7,0.0,Latin America
50256,Equatorial Guinea,all_energy_types,2016,0.1,0.7,25.62,1215.18,78.21,3.71,3.07,Africa
50257,Equatorial Guinea,coal,2016,0.0,0.0,25.62,1215.18,78.21,3.71,0.0,Africa
50258,Equatorial Guinea,natural_gas,2016,0.04,0.21,25.62,1215.18,78.21,3.71,2.33,Africa
50259,Equatorial Guinea,petroleum_n_other_liquids,2016,0.05,0.48,25.62,1215.18,78.21,3.71,0.74,Africa
50261,Equatorial Guinea,renewables_n_other,2016,0.01,0.01,25.62,1215.18,78.21,3.71,0.0,Africa
50262,Eritrea,all_energy_types,2016,0.01,0.0,5.7,3383.54,2.42,1.43,0.59,Africa
50263,Eritrea,coal,2016,0.0,0.0,5.7,3383.54,2.42,1.43,0.0,Africa
50264,Eritrea,natural_gas,2016,0.0,0.0,5.7,3383.54,2.42,1.43,0.0,Africa
50265,Eritrea,petroleum_n_other_liquids,2016,0.01,0.0,5.7,3383.54,2.42,1.43,0.59,Africa
50267,Eritrea,renewables_n_other,2016,0.0,0.0,5.7,3383.54,2.42,1.43,0.0,Africa
50268,Estonia,all_energy_types,2016,0.09,0.02,39.57,1315.64,67.02,2.23,5.22,Eastern Europe
50269,Estonia,coal,2016,0.0,0.0,39.57,1315.64,67.02,2.23,0.03,Eastern Europe
50270,Estonia,natural_gas,2016,0.02,0.0,39.57,1315.64,67.02,2.23,0.91,Eastern Europe
50271,Estonia,petroleum_n_other_liquids,2016,0.06,0.0,39.57,1315.64,67.02,2.23,4.28,Eastern Europe
50273,Estonia,renewables_n_other,2016,0.01,0.02,39.57,1315.64,67.02,2.23,0.0,Eastern Europe
50274,Eswatini,all_energy_types,2016,0.02,0.01,9.84,1113.99,18.61,2.11,0.98,Africa
50275,Eswatini,coal,2016,0.0,0.0,9.84,1113.99,18.61,2.11,0.19,Africa
50276,Eswatini,natural_gas,2016,0.0,0.0,9.84,1113.99,18.61,2.11,0.0,Africa
50277,Eswatini,petroleum_n_other_liquids,2016,0.01,0.0,9.84,1113.99,18.61,2.11,0.79,Africa
50279,Eswatini,renewables_n_other,2016,0.01,0.0,9.84,1113.99,18.61,2.11,0.0,Africa
50280,Ethiopia,all_energy_types,2016,0.29,0.12,182.88,103604.0,2.8,1.59,11.5,Africa
50281,Ethiopia,coal,2016,0.01,0.0,182.88,103604.0,2.8,1.59,0.88,Africa
50282,Ethiopia,natural_gas,2016,0.0,0.0,182.88,103604.0,2.8,1.59,0.0,Africa
50283,Ethiopia,petroleum_n_other_liquids,2016,0.17,0.0,182.88,103604.0,2.8,1.59,10.62,Africa
50285,Ethiopia,renewables_n_other,2016,0.11,0.12,182.88,103604.0,2.8,1.59,0.0,Africa
50298,Fiji,all_energy_types,2016,0.03,0.01,11.05,872.406,29.13,2.3,1.52,Oceania
50299,Fiji,coal,2016,0.0,0.0,11.05,872.406,29.13,2.3,0.0,Oceania
50300,Fiji,natural_gas,2016,0.0,0.0,11.05,872.406,29.13,2.3,0.0,Oceania
50301,Fiji,petroleum_n_other_liquids,2016,0.02,0.0,11.05,872.406,29.13,2.3,1.52,Oceania
50303,Fiji,renewables_n_other,2016,0.01,0.01,11.05,872.406,29.13,2.3,0.0,Oceania
50304,Finland,all_energy_types,2016,1.22,0.51,239.48,5497.303,222.45,5.11,43.57,Western Europe
50305,Finland,coal,2016,0.13,0.0,239.48,5497.303,222.45,5.11,10.5,Western Europe
50306,Finland,natural_gas,2016,0.09,0.0,239.48,5497.303,222.45,5.11,5.26,Western Europe
50307,Finland,petroleum_n_other_liquids,2016,0.42,0.0,239.48,5497.303,222.45,5.11,27.81,Western Europe
50308,Finland,nuclear,2016,0.23,0.23,239.48,5497.303,222.45,5.11,0.0,Western Europe
50309,Finland,renewables_n_other,2016,0.36,0.29,239.48,5497.303,222.45,5.11,0.0,Western Europe
50334,France,all_energy_types,2016,10.3,5.1,2747.04,66745.53,154.3,3.75,346.7,Western Europe
50335,France,coal,2016,0.33,0.0,2747.04,66745.53,154.3,3.75,32.69,Western Europe
50336,France,natural_gas,2016,1.63,0.0,2747.04,66745.53,154.3,3.75,78.97,Western Europe
50337,France,petroleum_n_other_liquids,2016,3.53,0.04,2747.04,66745.53,154.3,3.75,235.04,Western Europe
50338,France,nuclear,2016,4.01,4.01,2747.04,66745.53,154.3,3.75,0.0,Western Europe
50339,France,renewables_n_other,2016,0.8,1.05,2747.04,66745.53,154.3,3.75,0.0,Western Europe
50352,Gabon,all_energy_types,2016,0.07,0.48,29.23,2007.88,34.53,2.37,4.04,Africa
50353,Gabon,coal,2016,0.0,0.0,29.23,2007.88,34.53,2.37,0.0,Africa
50354,Gabon,natural_gas,2016,0.01,0.01,29.23,2007.88,34.53,2.37,0.74,Africa
50355,Gabon,petroleum_n_other_liquids,2016,0.05,0.45,29.23,2007.88,34.53,2.37,3.3,Africa
50357,Gabon,renewables_n_other,2016,0.01,0.01,29.23,2007.88,34.53,2.37,0.0,Africa
50358,"Gambia, The",all_energy_types,2016,0.01,0.0,4.39,2149.13,3.71,1.81,0.59,Africa
50359,"Gambia, The",coal,2016,0.0,0.0,4.39,2149.13,3.71,1.81,0.0,Africa
50360,"Gambia, The",natural_gas,2016,0.0,0.0,4.39,2149.13,3.71,1.81,0.0,Africa
50361,"Gambia, The",petroleum_n_other_liquids,2016,0.01,0.0,4.39,2149.13,3.71,1.81,0.59,Africa
50363,"Gambia, The",renewables_n_other,2016,0.0,0.0,4.39,2149.13,3.71,1.81,0.0,Africa
50364,Georgia,all_energy_types,2016,0.25,0.09,46.34,4015.46,61.27,5.31,9.61,Eastern Europe
50365,Georgia,coal,2016,0.01,0.01,46.34,4015.46,61.27,5.31,1.19,Eastern Europe
50366,Georgia,natural_gas,2016,0.08,0.0,46.34,4015.46,61.27,5.31,4.69,Eastern Europe
50367,Georgia,petroleum_n_other_liquids,2016,0.07,0.0,46.34,4015.46,61.27,5.31,3.73,Eastern Europe
50369,Georgia,renewables_n_other,2016,0.09,0.09,46.34,4015.46,61.27,5.31,0.0,Eastern Europe
50370,Germany,all_energy_types,2016,13.76,4.81,3973.24,82391.95,167.0,3.46,787.75,Western Europe
50371,Germany,coal,2016,3.13,1.66,3973.24,82391.95,167.0,3.46,316.73,Western Europe
50372,Germany,natural_gas,2016,3.2,0.29,3973.24,82391.95,167.0,3.46,157.12,Western Europe
50373,Germany,petroleum_n_other_liquids,2016,4.93,0.1,3973.24,82391.95,167.0,3.46,313.89,Western Europe
